"","StatID","TeamID","PlayerID","SeasonType","Season","Name","Team","Position","Started","GlobalTeamID","Updated","Games","FantasyPoints","Minutes","Seconds","FieldGoalsMade","FieldGoalsAttempted","FieldGoalsPercentage","EffectiveFieldGoalsPercentage","TwoPointersMade","TwoPointersAttempted","TwoPointersPercentage","ThreePointersMade","ThreePointersAttempted","ThreePointersPercentage","FreeThrowsMade","FreeThrowsAttempted","FreeThrowsPercentage","OffensiveRebounds","DefensiveRebounds","Rebounds","OffensiveReboundsPercentage","DefensiveReboundsPercentage","TotalReboundsPercentage","Assists","Steals","BlockedShots","Turnovers","PersonalFouls","Points","TrueShootingAttempts","TrueShootingPercentage","PlayerEfficiencyRating","AssistsPercentage","StealsPercentage","BlocksPercentage","TurnOversPercentage","UsageRatePercentage","FantasyPointsFanDuel","FantasyPointsDraftKings","FantasyPointsYahoo","PlusMinus","DoubleDoubles","TripleDoubles","FantasyPointsFantasyDraft","IsClosed","LineupConfirmed","LineupStatus"
"11",195765,14,20000458,1,2009,"Amir Johnson","DET","PF",0,20000014,"2017-11-07T10:35:39",62,454.7,635,1,67.6,113.6,41.5,41.5,67.6,113.6,41.5,0,0,0,16,24.4,45.8,71.1,90.6,161.7,6.4,12,10.5,13.9,13.9,41.8,23,119.2,151.2,124.3,42.4,6.3,1.7,0.6,2.5,10.9,5.4,510.5,476.4,510.5,0,1,0,NA,FALSE,NA,"Scrambled"
"12",195611,7,20000459,1,2009,"Lou Williams","PHI","SG",0,20000007,"2017-11-07T10:35:39",81,1148,1338,15,234.2,588.3,27.7,30.4,190.3,434.9,30.5,43.9,153.3,19.9,211.9,268.3,55.1,25.1,89.9,115,1.1,3.9,2.5,168.7,59.2,6.8,105.2,89.2,724.2,706.3,35.8,11.4,15.1,1.2,0.3,6.3,19.4,1217,1228.3,1217,0,0,0,NA,FALSE,NA,"Scrambled"
"13",195588,22,20000463,1,2009,"Chuck Hayes","HOU","PF",0,20000022,"2017-11-07T10:35:39",71,372.9,597,31,29.3,78.8,25.9,25.9,29.3,76,26.8,0,1.9,0,3.4,13.2,25.6,51.6,122.7,174.2,5.1,16,11.8,29.3,23.7,13.2,17.4,93.4,63.4,84.6,26.1,3.8,3.4,1,0.8,11.9,3.9,409.8,390.3,409.8,0,0,0,NA,FALSE,NA,"Scrambled"
"14",195679,28,20000471,1,2009,"Eric Gordon","LAC","SG",0,20000028,"2017-11-07T10:35:39",78,1308.8,1865,28,286.5,628,31.8,36.8,195.2,393.1,34.6,91.3,234.9,27.1,208.4,244,59.5,31.4,108.7,140.1,0.5,2.5,1.4,149.9,54.4,24.4,114.3,119.9,872.6,735.3,41.3,10.7,5.7,0.5,0.2,6.5,14,1387.5,1418.6,1387.5,0,0,0,NA,FALSE,NA,"Scrambled"
"15",195811,8,20000475,1,2009,"Ryan Anderson","BKN","PF",0,20000008,"2017-11-07T10:35:39",66,699.2,914,18,111.5,283.7,27.4,33.2,63.4,151.9,29.1,48.1,131.7,25.4,68.3,80.9,58.9,72.5,144.3,216.8,4.5,13.3,6.9,36.2,30.7,13.9,43.9,109.4,339.4,319.3,37.1,6.6,3.1,0.9,0.6,5.9,13,743.8,759.2,743.8,0,1.5,0,NA,FALSE,NA,"Scrambled"
"16",195800,2,20000477,1,2009,"Alexis Ajinca","CHA","C",0,20000002,"2017-11-07T10:35:39",31,86.8,127,10,17.4,48.1,25.2,25.2,17.4,46.7,26,0,1,0,13.9,19.5,49.8,4.4,14.6,20.9,3,6.9,5,1.5,3.4,2.9,5.8,23.7,48.8,56.7,29.9,3.6,1.4,1,1.3,6.2,17,95.8,92,95.8,0,0,0,NA,FALSE,NA,"Scrambled"
"17",195880,15,20000484,1,2009,"Andrew Bogut","MIL","C",0,20000015,"2017-11-07T10:35:39",36,701.7,783,27,127.6,220.9,40.2,40.2,127.6,220.9,40.2,0,0,0,39,68.3,39.8,81.5,175.6,257.2,5.7,19.3,13.5,50.2,16,25.8,59.9,90.6,294.1,251,40.8,11.7,5.2,0.5,1.3,13.4,12.5,743.6,761.3,743.6,0,11.2,0,NA,FALSE,NA,"Scrambled"
"18",195932,7,20000487,1,2009,"Andre Iguodala","PHI","SF",0,20000007,"2017-11-07T10:35:39",82,1999.8,2278,0,377.8,799.5,33,35.3,322,617.5,36.3,55.8,181.9,21.4,262.8,363.1,50.5,64.1,264.2,328.3,1.6,6.8,4.2,302.5,91.3,25.1,154.7,105.9,1074.1,959.2,39,12.8,15.6,1,0.4,6.7,15.6,2116.2,2133,2116.2,0,5.3,0,NA,FALSE,NA,"Scrambled"
"19",195851,18,20000488,1,2009,"Shaun Livingston","OKC","PG",0,20000018,"2017-11-07T10:35:39",12,100.1,161,13,21.6,41.8,36,36,21.6,41.8,36,0,0,0,4.4,4.9,62.7,1.5,17.4,19.5,0.7,6.2,3.4,13.9,3.4,1,4.4,5.8,49.5,44.9,38.3,6,6.7,0.8,0.3,6,6.9,106.4,104.2,106.4,0,0,0,NA,FALSE,NA,"Scrambled"
"20",195685,29,20000489,1,2009,"Leandro Barbosa","PHO","SG",0,20000029,"2017-11-07T10:35:39",70,1072.1,1188,15,255.1,529,33.6,37.8,192.4,361.7,37.1,62.7,167.3,26.1,119.2,135.2,61.4,23.7,102.5,126.2,1.2,4.7,3,112.9,57.2,3.4,64.8,80.2,692.1,588.5,41,14.3,10.4,1.2,0.1,4.8,16.9,1134.2,1142.2,1134.2,0,0,0,NA,FALSE,NA,"Scrambled"
"21",195613,7,20000491,1,2009,"Marreese Speights","PHI","PF",0,20000007,"2017-11-07T10:35:39",79,783.8,880,22,175.6,349.9,35,35.1,174.2,344.3,35.3,1,3.9,17.4,71.1,92,53.9,85.7,118.5,204.2,5.6,11.3,6.8,20.9,18.8,39,32.1,126.2,423.8,390.4,37.8,12.4,2.1,0.6,1.7,3.7,15.3,841.7,811.8,841.7,0,0.5,0,NA,FALSE,NA,"Scrambled"
"22",195799,13,20000494,1,2009,"Brandon Rush","IND","SG",0,20000013,"2017-11-07T10:35:39",75,741.3,1256,38,169.4,400.8,29.5,34.2,115,255.1,31.4,54.4,145.7,26,32.1,46,48.6,23.7,138.7,162.4,1,6,3.5,46,26.5,25.8,52.3,89.2,425.2,421,35.2,4.7,2.6,0.5,0.7,5.4,11.5,793.6,804.9,793.6,0,1,0,NA,FALSE,NA,"Scrambled"
"23",195663,6,20000496,1,2009,"David Lee","NY","PF",0,20000006,"2017-11-07T10:35:39",81,1916.2,1968,2,363.8,662.8,38.3,38.3,363.8,660.8,38.4,0,1.5,0,173.6,230,52.6,178.4,484.4,662.8,4.7,19.4,12.8,121.3,55.8,15.3,104.6,181.2,901.2,764.1,41.1,14.1,4.9,0.7,0.3,5.8,13.4,1987.3,2069.6,1987.3,0,45.3,0,NA,FALSE,NA,"Scrambled"
"24",195725,3,20000499,1,2009,"Zaza Pachulia","ATL","C",0,20000003,"2017-11-07T10:35:39",77,781.1,1026,39,110.8,223,34.6,34.6,110.8,220.9,35,0,1.5,0,113.6,160.3,49.4,120.6,183.3,303.9,6.7,14.6,12.1,39.7,24.4,18.1,63.4,145,335.3,293.6,39.8,6.8,2.9,0.6,0.7,12.4,11.4,823.6,832.2,823.6,0,1.9,0,NA,FALSE,NA,"Scrambled"
"25",195692,21,20000503,1,2009,"O.J. Mayo","MEM","SG",0,20000021,"2017-11-07T10:35:39",82,1575.6,2175,15,391.7,894.3,30.5,34.4,290.6,630.8,32.1,101.1,263.5,26.8,172.2,195.9,61.3,39,175.6,214.7,1,4.9,2.9,182.6,63.4,6.3,157.5,142.2,1056.7,980.4,37.6,6.7,10.8,0.8,0.2,6.7,17.2,1648.1,1717.8,1648.1,0,1,0,NA,FALSE,NA,"Scrambled"
"26",195550,19,20000504,1,2009,"Jerryd Bayless","POR","PG",0,20000019,"2017-11-07T10:35:39",53,274.2,456,33,48.1,131.7,25.4,26.6,43.2,112.9,26.7,3.4,18.8,18.1,57.9,71.8,56.2,3.9,34.2,39.7,0.7,4.6,2.6,54.4,11.2,1,39,56.5,158.9,163.3,33.9,4,12.7,0.7,0.1,13.4,14.7,286.7,298.1,286.7,0,0,0,NA,FALSE,NA,"Scrambled"
"27",195951,29,20000505,1,2009,"Jared Dudley","PHO","SF",0,20000029,"2017-11-07T10:35:39",68,549.9,805,31,94.8,198.6,33.2,36.7,74.6,147.1,35.3,20.2,51.6,27.3,49.5,73.2,47.1,57.2,85.7,142.9,4.2,5.8,5,39,39.7,3.9,30,73.2,259.3,230.8,39.2,6.8,3.2,1.2,0.2,5.6,6.9,595.2,583.2,595.2,0,0.5,0,NA,FALSE,NA,"Scrambled"
"28",195983,27,20000512,1,2009,"Pau Gasol","LAL","C",0,20000027,"2017-11-07T10:35:39",81,2090.3,2090,14,412.6,728.4,39.5,39.5,411.9,727,39.5,0.5,1,34.8,239.1,306,54.4,182.6,361,543.7,2.8,10.7,4.8,197.9,36.2,56.5,109.4,119.9,1065,863,43,16.2,10.3,0.3,0.5,5.5,14.3,2183,2212.3,2183,0,25.8,0.5,NA,FALSE,NA,"Scrambled"
"29",195835,13,20000513,1,2009,"Mike Dunleavy","IND","SG",0,20000013,"2017-11-07T10:35:39",18,294.6,344,36,64.8,161.7,27.9,32.8,42.5,99,30,22.3,62.7,24.8,36.9,45.3,56.8,6.8,37.6,47.4,1.5,5.9,3.7,30.7,5.8,4.4,26.5,25.1,188.9,181.6,36.2,10.8,6.9,0.6,0.7,6.2,18.4,309.2,321.3,309.2,0,0,0,NA,FALSE,NA,"Scrambled"
"30",195672,11,20000514,1,2009,"Joakim Noah","CHI","C",0,20000011,"2017-11-07T10:35:39",80,1156.5,1351,15,144.3,259.3,38.8,38.8,144.3,258.6,38.9,0,0.5,0,85.7,126.9,47.1,170.1,252.3,422.4,10.1,14.8,12.5,73.9,34.2,76.7,57.2,165.9,374.3,315.1,41.4,11.8,3.9,0.6,2,10.7,6,1267.3,1216.6,1267.3,0,4.9,0,NA,FALSE,NA,"Scrambled"
"31",195889,11,20000516,1,2009,"Derrick Rose","CHI","PG",0,20000011,"2017-11-07T10:35:39",81,1725.4,2091,2,400.1,842,33.1,33.6,388.9,791.8,34.2,11.2,50.2,15.5,137.3,174.2,54.9,66.9,154,220.9,1.8,4.1,2.9,356.9,46,12.5,140.8,87.1,948.6,918.6,36,11.5,20.1,0.6,0.2,6.5,15.8,1783.9,1820.7,1783.9,0,3.9,0,NA,FALSE,NA,"Scrambled"
"32",195700,22,20000518,1,2009,"Aaron Brooks","HOU","PG",0,20000022,"2017-11-07T10:35:39",80,991.4,1393,6,220.3,545.8,28.2,33.1,141.5,330.4,29.8,78.8,215.4,25.5,103.9,119.9,60.4,23,86.4,109.4,1,3.4,2.2,165.9,32.1,3.9,87.1,105.9,623.1,598.5,36.3,6.3,14.1,0.6,0.1,6.2,16.1,1029.1,1081.9,1029.1,0,1,0,NA,FALSE,NA,"Scrambled"
"33",195981,2,20000523,1,2009,"Nazr Mohammed","CHA","C",0,20000002,"2017-11-07T10:35:39",39,160.2,238,5,28.6,70.4,28.3,28.3,28.6,70.4,28.3,0,0,0,15.3,27.9,38.3,24.4,30.7,55.1,6.2,11,7,3.9,2.4,11.2,16,43.9,72.5,82.7,30.6,3.9,1.9,0.4,1.9,11.3,13.8,174.8,170.9,174.8,0,0,0,NA,FALSE,NA,"Scrambled"
"34",195606,11,20000525,1,2009,"Kirk Hinrich","CHI","SG",0,20000011,"2017-11-07T10:35:39",51,717.3,933,22,127.6,292,30.5,36.2,79.5,174.2,31.8,48.1,117.8,28.4,47.4,59.9,55.1,11.2,74.6,85.7,0.7,4.4,2.6,137.3,46,13.2,60.6,87.8,350.6,318.4,38.3,10.1,15.8,1.2,0.5,11.1,12.7,776.5,775.9,776.5,0,0,0,NA,FALSE,NA,"Scrambled"
"35",195591,25,20000527,1,2009,"Dirk Nowitzki","DAL","PF",0,20000025,"2017-11-07T10:35:39",81,2298.5,2126,20,539.5,1126.4,33.4,34.7,497,1007.9,34.4,42.5,118.5,25,338,379.9,62,61.3,413.3,474.7,1.6,15.4,6.2,137.3,42.5,43.9,109.4,122.7,1459.5,1293.5,39.3,16.3,5.8,0.5,0.7,3.8,21.2,2384.9,2425.4,2384.9,0,18.1,0,NA,FALSE,NA,"Scrambled"
"36",195683,23,20000528,1,2009,"Tyson Chandler","NO","C",0,20000023,"2017-11-07T10:35:39",45,678.6,1006,31,111.5,197.3,39.4,39.4,111.5,197.3,39.4,0,0,0,53.7,92.7,40.4,113.6,160.3,273.9,6.6,13.4,11.5,15.3,10.5,39,48.8,100.4,276.7,238,40.5,6.3,1.2,0.3,1.6,11.9,6.7,728.1,732.4,728.1,0,10.5,0,NA,FALSE,NA,"Scrambled"
"37",195579,26,20000529,1,2009,"Monta Ellis","GS","SG",0,20000026,"2017-11-07T10:35:39",25,536.8,621,38,135.2,299.7,31.4,32.1,129.6,281.6,32.1,3.9,18.1,21.5,54.4,65.5,57.9,6.8,65.5,75.3,0.8,5.6,3.2,64.8,27.2,3.9,46.7,46.7,330.4,328.5,35.1,10.9,12.2,1,0.3,6,18,569.5,567.7,569.5,0,0.5,0,NA,FALSE,NA,"Scrambled"
"38",195944,9,20000530,1,2009,"Rajon Rondo","BOS","PG",0,20000009,"2017-11-07T10:35:39",80,1778.5,1841,5,267,529,35.2,35.8,256.5,495.6,36.1,10.5,33.5,21.7,119.9,186.8,44.7,69.7,220.3,290,2.3,6.8,4.6,459.3,103.9,5.3,145.7,134.5,664.2,611.2,37.8,13.3,27.7,1.5,0.2,13.4,13.4,1890.1,1888.9,1890.1,0,10.5,1,NA,FALSE,NA,"Scrambled"
"39",195568,25,20000531,1,2009,"J.J. Barea","DAL","PG",0,20000025,"2017-11-07T10:35:39",79,844.7,1115,15,171.5,388.2,30.8,34.3,133.1,280.9,33,38.3,107.3,24.9,48.8,64.8,52.5,25.1,98.3,123.4,1.3,4.9,3.1,187.5,25.8,2.4,73.2,84.3,430,416.8,36,6.6,18.4,0.6,0.1,10.4,14.1,874,906.6,874,0,0,0,NA,FALSE,NA,"Scrambled"
"40",195891,29,20000533,1,2009,"Amar'e Stoudemire","PHO","C",0,20000029,"2017-11-07T10:35:39",53,1302,1357,38,281.6,522.1,37.6,37.8,279.5,517.2,37.6,1.5,3.4,29.9,225.1,269.7,58.2,80.9,218.9,299.7,3.5,12.6,6.3,72.5,34.2,39.7,104.6,113.6,790.4,640.7,43,15,4,0.6,1,6.8,16.9,1375.9,1387,1375.9,0,11.2,0,NA,FALSE,NA,"Scrambled"
"41",195916,8,20000534,1,2009,"Devin Harris","BKN","PG",0,20000008,"2017-11-07T10:35:39",69,1744.7,1738,11,317.1,724.2,30.5,32.7,272.5,570.8,33.2,44.6,153.3,20.3,345.7,421.7,57.2,20.9,140.1,161,0.7,4.7,2.7,331.8,79.5,6.3,147.8,114.3,1024.6,909.7,39.2,15,24,1.2,0.2,6.8,20,1833.2,1865.7,1833.2,0,11.2,0,NA,FALSE,NA,"Scrambled"
"42",195745,15,20000535,1,2009,"Richard Jefferson","MIL","SF",0,20000015,"2017-11-07T10:35:39",82,1637.5,2048,28,374.3,851.7,30.6,33.9,293.4,648.2,31.6,80.9,203.5,27.7,290.6,361,56.1,39.7,220.9,260.7,1.1,6.5,3.6,138.7,46,6.8,115,175.6,1120.1,1010.6,38.6,11.3,5.7,0.6,0.2,5,17.3,1693.2,1750.5,1693.2,0,1,0,NA,FALSE,NA,"Scrambled"
"43",195726,15,20000536,1,2009,"Charlie Villanueva","MIL","PF",0,20000015,"2017-11-07T10:35:39",78,1510.7,1460,36,339.4,759,31.2,34.1,277.4,579.2,33.4,62,179.8,24,140.1,167.3,58.4,107.3,255.1,362.4,4,15.1,10.2,95.5,34.8,39,96.2,177,881,832.6,36.9,13.5,6,0.6,1.1,5,20,1584.6,1622.6,1584.6,0,6.8,0,NA,FALSE,NA,"Scrambled"
"44",195956,2,20000537,1,2009,"Raymond Felton","CHA","PG",0,20000002,"2017-11-07T10:35:39",82,1705.9,2151,13,308.1,754.9,28.4,30.4,267,610.6,30.5,41.1,144.3,19.9,152.6,189.6,56.1,37.6,178.4,216.1,1.1,5,3,385.4,87.8,20.9,158.9,133.1,809.9,838.3,33.7,6.7,21.7,1.1,0.4,11.1,15.4,1814.6,1824,1814.6,0,3.4,0,NA,FALSE,NA,"Scrambled"
"45",195759,27,20000541,1,2009,"Trevor Ariza","LAL","SF",0,20000027,"2017-11-07T10:35:39",82,1117.9,1393,38,191,415.4,32.1,35.5,148.5,282.3,36.7,42.5,133.1,22.2,83.6,117.8,49.5,77.4,168,245.3,1.8,5.2,3.2,101.1,95.5,16.7,60.6,115.7,508.1,467.2,37.9,11.3,5,1.2,0.2,5.6,11.6,1230.1,1182.8,1230.1,0,0.5,0,NA,FALSE,NA,"Scrambled"
"46",195796,5,20000543,1,2009,"Dwight Howard","ORL","C",0,20000005,"2017-11-07T10:35:39",79,2425.3,1966,12,390.3,682.4,39.9,39.9,390.3,681,39.9,0,1,0,351.3,591.8,41.4,234.2,527.6,761.8,6.7,20.5,15.2,78.1,53.7,161,167.3,188.2,1131.9,942.7,41.8,17.8,3.5,0.7,2.9,10.5,18.2,2640,2613.9,2640,0,43.9,0.5,NA,FALSE,NA,"Scrambled"
"47",195838,25,20000545,1,2009,"Jason Terry","DAL","SG",0,20000025,"2017-11-07T10:35:39",74,1499.2,1736,39,377.1,814.1,32.3,37.2,260.7,496.3,36.6,116.4,317.8,25.5,138,156.8,61.3,27.2,96.2,123.4,0.9,3.1,2,174.9,67.6,13.9,82.9,98.3,1008.6,883.1,39.8,13.6,12.3,1,0.3,4.2,17.9,1580.7,1605,1580.7,0,0,0,NA,FALSE,NA,"Scrambled"
"48",195690,3,20000546,1,2009,"Josh Smith","ATL","PF",0,20000003,"2017-11-07T10:35:39",69,1514.7,1687,23,291.3,591.8,34.3,35.4,273.2,531.1,35.8,18.1,60.6,20.8,147.1,250.2,41,93.4,253.7,347.1,3.2,12.3,5.9,117.8,65.5,77.4,112.2,128.2,747.9,701.9,37.2,11.9,5.9,1,1.7,6.7,15.8,1657.5,1618.1,1657.5,0,13.9,0,NA,FALSE,NA,"Scrambled"
"49",195827,16,20000547,1,2009,"Corey Brewer","MIN","SF",0,20000016,"2017-11-07T10:35:39",15,148,214,0,25.8,62.7,28.6,30.9,22.3,54.4,28.6,2.4,5.8,29.1,6.8,13.2,51.4,12.5,21.6,34.2,3.2,6,4.5,17.4,10.5,1.5,6.3,25.8,64.8,68.6,32.9,5.6,6.2,1.2,0.4,5.7,11.5,160.5,156,160.5,0,0,0,NA,FALSE,NA,"Scrambled"
"50",195702,22,20000550,1,2009,"Joey Dorsey","HOU","PF",0,20000022,"2017-11-07T10:35:39",3,2.3,3,15,0.5,1,34.8,34.8,0.5,1,34.8,0,0,0,0,0,0,0,0.5,0.5,0,12.3,4.4,0.5,0,0,0,0,1,1,34.8,10.5,18.6,0,0,0,10.3,2.3,2.3,2.3,0,0,0,NA,FALSE,NA,"Scrambled"
"51",195684,25,20000557,1,2009,"Brandon Bass","DAL","PF",0,20000025,"2017-11-07T10:35:39",81,884.4,1097,15,175.6,354.1,34.6,34.6,175.6,349.9,35,0,2.9,0,126.9,146.4,60.4,89.9,165.9,255.8,4.6,12,6.5,30,18.8,38.3,59.9,97.6,478.1,418.5,39.8,11.6,2.1,0.4,1.2,6.1,14,941.6,931.4,941.6,0,1.9,0,NA,FALSE,NA,"Scrambled"
"52",195717,2,20000568,1,2009,"Gerald Wallace","CHA","PF",0,20000002,"2017-11-07T10:35:39",71,1642.9,1860,13,271.1,565.3,33.5,35.1,244,474,35.9,27.2,91.3,20.8,254.4,316.4,56,78.1,307.4,385.4,2.5,14.1,6.2,131.7,84.3,46.7,103.2,145.7,823.9,704.5,40.8,12.8,6,1.2,1,6.2,14.4,1773.9,1748.3,1773.9,0,13.9,0,NA,FALSE,NA,"Scrambled"
"53",195681,12,20000571,1,2009,"LeBron James","CLE","SF",0,20000012,"2017-11-07T10:35:39",81,2885,2129,2,549.9,1124.3,34.1,36.9,457.9,856.6,37.3,92,267.6,24,414,531.1,54.4,73.9,353.4,427.3,2.1,13.3,5.8,409.1,95.5,64.8,168,96.9,1605.9,1358,41.2,21.5,26.5,1.2,1.2,5.3,23.7,3045.3,3073.9,3045.3,0,20.2,3.4,NA,FALSE,NA,"Scrambled"
"54",195578,16,20000572,1,2009,"Kevin Love","MIN","PF",0,20000016,"2017-11-07T10:35:39",81,1364.6,1427,31,220.3,479.5,32,32.1,218.9,466.3,32.7,1,13.2,5.1,184.7,234.2,55,191,320.6,511.6,10.5,19,14.6,58.5,24.4,34.8,82.2,142.9,626.6,582.6,37.5,12.9,3.3,0.4,0.9,6,14.7,1423.8,1462.3,1423.8,0,20.2,0,NA,FALSE,NA,"Scrambled"
"55",195812,20,20000575,1,2009,"J.R. Smith","DEN","SG",0,20000020,"2017-11-07T10:35:39",81,1368.8,1564,27,295.5,662.2,31.1,37.7,170.1,346.4,34.2,125.5,315.7,27.7,142.9,189.6,52.6,30,177,207,1.1,6.2,3.7,158.2,54.4,6.8,104.6,132.4,859.4,745.6,40.1,12.4,12,0.9,0.2,6,16.9,1433,1496.3,1433,0,1,0,NA,FALSE,NA,"Scrambled"
"56",195696,4,20000578,1,2009,"James Jones","MIA","SG",0,20000004,"2017-11-07T10:35:39",40,218.4,438,29,38.3,103.9,25.7,33.7,15.3,36.9,28.9,23,66.9,24,18.1,21.6,58.5,5.8,34.8,43.2,1.1,4.7,2.9,13.9,5.8,6.8,5.8,40.4,117.8,113.4,36.2,4.1,2.3,0.5,0.9,3.3,6.4,236.6,236.3,236.6,0,0,0,NA,FALSE,NA,"Scrambled"
"57",195965,10,20000580,1,2009,"Shawn Marion","TOR","SF",0,20000010,"2017-11-07T10:35:39",69,1400.5,1722,22,266.3,549.2,33.8,34.2,259.3,512.3,35.3,4.9,36.9,13.2,81.5,102.5,55.5,125.5,285.1,410.5,4.2,13.4,6.8,96.9,61.3,46,73.2,92,621,594.3,36.5,11.2,4.4,0.9,1,5.3,12.5,1507.8,1484.1,1507.8,0,15.3,0,NA,FALSE,NA,"Scrambled"
