"","combine_year","POS","HEIGHT","WEIGHT","BMI","BODY.FAT","STANDING.REACH","WINGSPAN","HAND.LENGTH","HAND.WIDTH","STANDING.VERTICAL","MAX.VERTICAL","LANE.AGILITY","SHUTTLE.RUN","THREE.QUARTER.SPRINT","BENCH.PRESS","WINGSPAN.HEIGHT.RATIO","STANDING.TOUCH","MAX.TOUCH","Name"
"336",2017,"PF",79,238.6,26.88,7.7,106.5,85.25,9.5,10.3,28,39.5,12.17,3.31,3.16,5,1.079,134.5,146,"Cameron Oliver"
"337",2017,"C",82,229,23.94,7.8,111.5,87,8.75,9.8,26,30.5,11.8,3.31,3.46,NA,1.061,137.5,142,"Justin Patton"
"338",2017,"PF",79.25,232,25.97,8.8,105,82.75,8.75,10,NA,NA,NA,NA,NA,NA,1.044,NA,NA,"Alec Peters"
"339",2017,"PF",80.75,219.6,23.68,6.8,109,85.5,8.75,9,28.5,32.5,12.68,3.23,3.35,3,1.059,137.5,141.5,"Ivan Rabb"
"340",2017,"SG/SF",76.5,206.2,24.77,6.5,102,84,9.25,9.5,28.5,36,11.37,3.21,3.34,12,1.098,130.5,138,"Davon Reed"
"341",2017,"SF",79,189.6,21.36,3.2,106,84.75,9.25,10.3,35.5,41.5,12.85,3.61,3.23,10,1.073,141.5,147.5,"Devin Robinson"
"342",2017,"PG",75.25,166.2,20.63,5,99,78,8.5,9.5,30.5,38.5,11.15,2.98,3.18,3,1.037,129.5,137.5,"Kobi Simmons"
"343",2017,"PG",76,176.4,21.47,8.3,102.5,81,8.25,9,NA,NA,NA,NA,NA,NA,1.066,NA,NA,"Edmond Sumner"
"344",2017,"PF",79.5,245.6,27.32,NA,108,87,9.5,10.3,NA,NA,NA,NA,NA,NA,1.094,NA,NA,"Caleb Swanigan"
"345",2017,"SG/SF",75.5,211.6,26.1,7.8,103,82,8.75,8.8,27,30.5,11.48,3.03,3.36,15,1.086,130,133.5,"Sindarius Thornwell"
"346",2017,"PG",73.25,195.2,25.58,10.6,95.5,74,8,8.8,24.5,32,10.75,2.92,3.27,6,1.01,120,127.5,"Melo Trimble"
"347",2017,"PG",71,188.6,26.3,5.8,95,74.5,8,8.5,26,32.5,11.28,3.12,3.29,9,1.049,121,127.5,"Derrick Walton Jr."
"348",2017,"PF/C",83.5,254,25.61,10.9,109.5,84,9,10.5,NA,NA,NA,NA,NA,11,1.006,NA,NA,"Thomas Welsh"
"349",2017,"PG",75.25,189.8,23.56,6.2,101.5,79.5,8.25,8.5,31,36.5,10.84,2.92,3.08,10,1.056,132.5,138,"Derrick White"
"350",2017,"PG",73.5,190.2,24.75,5.6,99,79.25,8.75,9.3,27.5,34.5,10.42,3.08,3.19,10,1.078,126.5,133.5,"Nigel Williams-Goss"
"351",2017,"PF",80.75,234.4,25.27,6.4,109.5,87,9.25,10.3,NA,NA,NA,NA,NA,NA,1.077,NA,NA,"D.J. Wilson"
"352",2017,"C",82.5,248.4,25.66,7.6,108.5,85,9,10.5,26,31.5,12.85,3.3,3.45,6,1.03,134.5,140,"Omer Yurtseven"
"353",2016,"SG",75.25,212.4,26.37,7.9,97.5,81.75,8.75,9.5,30,35.5,10.77,2.96,3.45,NA,1.086,127.5,133,"Ron Baker"
"354",2016,"PG",74.5,201.8,25.56,5.2,100,83.25,9,9.8,32.5,38,10.45,3.01,3.19,NA,1.117,132.5,138,"Wade Baldwin IV"
"355",2016,"PG",73.5,173,22.51,4.5,95.5,77.5,8,8.5,NA,NA,NA,NA,NA,NA,1.054,NA,NA,"Cat Barber"
"356",2016,"SG",75.5,189.8,23.41,6.9,100.5,79,8.5,9,NA,NA,NA,NA,NA,NA,1.046,NA,NA,"Malik Beasley"
"357",2016,"SG/SF",76.25,206.6,24.98,7,101,81.25,8,9.3,32,38,10.9,2.87,3.17,NA,1.066,133,139,"DeAndre Bembry"
"358",2016,"PF",79.25,229.2,25.65,9.7,105,85.5,9.5,10,29,33,11.16,3.1,3.3,NA,1.079,134,138,"Ben Bentil"
"359",2016,"PF",79.5,224.4,24.96,5.2,103.5,85.75,9,10.3,37.5,40.5,10.26,2.86,3.17,NA,1.079,141,144,"Joel Bolomboy"
"360",2016,"SG",75.75,223,27.32,5.4,98,82.5,9,10.3,30.5,35.5,10.77,2.64,3.31,NA,1.089,128.5,133.5,"Malcolm Brogdon"
"361",2016,"SG/SF",77.25,222.8,26.25,5.1,102.5,83.75,8.75,9,NA,NA,NA,NA,NA,NA,1.084,NA,NA,"Jaylen Brown"
"362",2016,"PF",80.75,233,25.12,8.5,105,84.25,9,9,32.5,38.5,11.93,3.05,3.26,NA,1.043,137.5,143.5,"Marquese Chriss"
"363",2016,"SF",77,209.8,24.88,6.4,100.5,82,8.5,10.3,NA,NA,NA,NA,NA,NA,1.065,NA,NA,"Elgin Cook"
"364",2016,"PG",75.25,194,24.08,4.8,98.5,78.25,8.25,8.8,30.5,37,10.79,2.97,3.24,NA,1.04,129,135.5,"Isaiah Cousins"
"365",2016,"PF",81.25,237.2,25.26,9.7,108.5,86.5,9,9.3,NA,NA,NA,NA,NA,NA,1.065,NA,NA,"Deyonta Davis"
"366",2016,"PF",79.5,218.6,24.31,5.6,107.5,88.5,8.5,9.8,31,35,11.24,3.3,3.26,NA,1.113,138.5,142.5,"Cheick Diallo"
"367",2016,"PG",75,NA,NA,NA,100,81.5,NA,NA,NA,NA,NA,NA,NA,NA,1.087,NA,NA,"Kris Dunn"
"368",2016,"PF",82,242,25.3,11.2,108,86.25,8.5,9.8,NA,NA,NA,NA,NA,NA,1.052,NA,NA,"Henry Ellenson"
"369",2016,"PF",79,217.8,24.53,4.6,102,82.25,8,8.5,32,38,10.73,3.03,3.13,NA,1.041,134,140,"Perry Ellis"
"370",2016,"PG",68.25,177.2,26.74,5.8,88.5,74.5,8.25,8.5,35.5,44,11.52,2.9,3.15,NA,1.092,124,132.5,"Kay Felder"
"371",2016,"SF",78.5,212.6,24.25,6.5,105.5,83.75,9,9.8,32.5,35.5,11.01,3.04,3.27,NA,1.067,138,141,"Dorian Finney-Smith"
"372",2016,"SG",77.5,204.6,23.95,5.4,101,79.5,8,9,33.5,37.5,11,3.19,3.12,NA,1.026,134.5,138.5,"Michael Gbinije"
"373",2016,"SG/SF",78.25,197,22.62,6,103.5,81,9,8.5,26,29,11.48,3.2,3.4,NA,1.035,129.5,132.5,"Daniel Hamilton"
"374",2016,"SG",76,203.6,24.78,5.8,99.5,80.5,8.5,9.3,29.5,38.5,11.15,3.15,3.2,NA,1.059,129,138,"Josh Hart"
"375",2016,"SG",75.75,212.4,26.02,6.1,101,81.25,8.5,9,NA,NA,NA,NA,NA,NA,1.073,NA,NA,"Buddy Hield"
"376",2016,"PG",72,193.8,26.28,6.5,93,77.5,8.25,9,37.5,43.5,10.81,2.87,3.25,NA,1.076,130.5,136.5,"Demetrius Jackson"
"377",2016,"PF",81,208.6,22.35,7.5,106.5,84.5,9,8.3,33.5,38,11.88,2.94,3.2,NA,1.043,140,144.5,"Brice Johnson"
"378",2016,"C",82.25,243.6,25.31,6.6,107,87.75,8.75,10.5,36,37,11.35,3.12,3.2,NA,1.067,143,144,"Damian Jones"
"379",2016,"PF/C",82.5,215.8,22.29,5.7,105.5,86.5,8.75,9,NA,NA,NA,NA,NA,NA,1.048,NA,NA,"Skal Labissiere"
"380",2016,"SF",80,208.6,22.91,7.1,102,81.25,8.25,9.3,33,39.5,11.35,2.82,3.24,NA,1.016,135,141.5,"Jake Layman"
"381",2016,"PF/C",81,211,22.61,5.4,107.5,87,9,9,28.5,35.5,11.68,3.19,3.25,NA,1.074,136,143,"Marcus Lee"
"382",2016,"SG",77.75,191,22.21,7.6,101,82,8.5,9.3,NA,NA,NA,NA,NA,NA,1.055,NA,NA,"Caris LeVert"
"383",2016,"PF",83.75,216,21.65,6.1,110.5,87,8.75,9.5,32,36.5,11.15,3.09,3.33,NA,1.039,142.5,147,"Thon Maker"
"384",2016,"PG/SG",77.25,180.8,21.3,4.7,100.5,82,8.75,8.8,30,38,11.01,2.97,3.3,NA,1.061,130.5,138.5,"Patrick McCaw"
"385",2016,"PF",78.75,230.8,26.16,10.1,103,82,9.25,9.3,25,31,11.64,3.17,3.49,NA,1.041,128,134,"Georges Niang"
"386",2016,"C",81,245.2,26.27,8.6,108.5,86.75,9,8,27.5,33.5,11.65,3,3.5,NA,1.071,136,142,"Chinanu Onuaku"
"387",2016,"PG",72.5,163.8,21.91,4.3,97,78.25,7.75,8.8,33.5,39.5,10.82,2.69,3.15,NA,1.079,130.5,136.5,"Marcus Paige"
"388",2016,"PG",74,183.8,23.6,4,99.5,80,8.75,9.5,31.5,38.5,11.57,3.17,3.23,NA,1.081,131,138,"Gary Payton II"
"389",2016,"C",84.25,239,23.67,5.8,111.5,86.75,9.25,10.3,NA,NA,NA,NA,NA,NA,1.03,NA,NA,"Jakob Poeltl"
"390",2016,"SF",78.5,220.2,25.12,6.5,102,83.5,9,8.5,34,36,10.96,2.8,3.24,NA,1.064,136,138,"Taurean Prince"
"391",2016,"PF/C",85.25,218.2,21.11,4.9,112.5,91.75,9.25,9.5,31.5,32,11.27,2.9,3.46,NA,1.076,144,144.5,"Zhou Qi"
"392",2016,"SG/SF",76.75,199.6,23.82,7,101.5,84,8.75,10,33,38,10.56,3.25,3.33,NA,1.094,134.5,139.5,"Malachi Richardson"
"393",2016,"SG",76.25,232.4,28.1,7.3,101,82.5,9,9.3,NA,NA,NA,NA,NA,NA,1.082,NA,NA,"Wayne Selden"
"394",2016,"PF",80.25,226.6,24.74,5.2,107.5,87.25,9.25,10,30.5,36.5,11.25,3.09,3.41,NA,1.087,138,144,"Pascal Siakam"
"395",2016,"C",81,254.4,27.26,12.9,108.5,86.75,8.5,7.8,27,29.5,12.02,3.22,3.5,NA,1.071,135.5,138,"Diamond Stone"
"396",2016,"PG",68.75,149.2,22.19,5.2,88.5,74,7.5,7.5,32.5,38,10.8,2.88,3.2,NA,1.076,121,126.5,"Tyler Ulis"
"397",2016,"PF",80.5,214.4,23.26,6,104,83.5,8.75,9,29,34.5,11.52,3.03,3.5,NA,1.037,133,138.5,"Jarrod Uthoff"
"398",2016,"SG/SF",76,210.4,25.61,9.2,102,82.75,8.5,9.8,27,32,10.51,3.22,3.46,NA,1.089,129,134,"Denzel Valentine"
"399",2016,"PG/SG",75.25,210,26.07,9.3,100,80.75,8.5,8.8,27.5,35.5,11.65,3.21,3.34,NA,1.073,127.5,135.5,"Isaiah Whitehead"
"400",2016,"SF",77.75,217.8,25.33,10,102,80.25,8.25,9.3,30,36,10.72,3.08,3.35,NA,1.032,132,138,"Troy Williams"
"401",2016,"PF",80.75,242.8,26.18,15.3,102.5,84.25,8.25,9.5,28.5,35.5,11.35,3.04,3.48,NA,1.043,131,138,"Kyle Wiltjer"
"402",2016,"C",82.25,234,24.32,11.2,108.5,87.25,9,9,26,31,12.08,3.16,3.43,NA,1.061,134.5,139.5,"Stephen Zimmerman"
"403",2015,"PF/C",79.25,239.2,26.77,5.8,109.5,87.5,9.5,10.3,NA,NA,NA,NA,NA,NA,1.104,NA,NA,"Cliff Alexander"
"404",2015,"SG/SF",77.25,230.6,27.17,5,101,83.75,8.5,9.5,38,43,11.13,2.88,3.22,12,1.084,139,144,"Justin Anderson"
"405",2015,"PF",79.25,228,25.52,8.8,105,87.75,9,9.5,31.5,35.5,11.21,3.35,3.58,9,1.107,136.5,140.5,"Brandon Ashley"
"406",2015,"PG",70,169.6,24.33,6.6,92.5,72.5,7.5,8.8,32,41,10.71,3.05,3.26,10,1.036,124.5,133.5,"Ryan Boatright"
"407",2015,"SG",76.5,205.8,24.72,8.3,102.5,80.25,8.75,9,27.5,34.5,10.27,2.75,3.28,8,1.049,130,137,"Devin Booker"
"408",2015,"SG/SF",77.75,211,24.54,6.1,104.5,83,8.5,9,27.5,34.5,10.94,3.29,3.18,4,1.068,132,139,"Anthony Brown"
"409",2015,"C",83.25,242.4,24.59,6.3,111,87,9.5,9,NA,NA,NA,NA,NA,NA,1.045,NA,NA,"Willie Cauley-Stein"
"410",2015,"PF/C",80.25,242.6,26.48,9.6,110.5,89.25,9.25,9,29,32,11.6,3.3,3.47,9,1.112,139.5,142.5,"Rakeem Christmas"
"411",2015,"SG",76,215,26.17,10.2,96,80,8.5,9.3,37.5,44,10.58,3.08,3.2,13,1.053,133.5,140,"Pat Connaughton"
"412",2015,"PG",72.25,179,24.11,6.7,96.5,76,7.5,8.8,24.5,31,11.44,3.41,3.38,14,1.052,121,127.5,"Quinn Cook"
"413",2015,"PF",77.5,230.2,26.94,5.8,105,83,9,8.8,28.5,34.5,12.22,3.53,3.2,12,1.071,133.5,139.5,"Branden Dawson"
"414",2015,"SF",79.75,218.6,24.16,7.5,106,83.5,8.5,9.3,25.5,34.5,10.64,2.96,3.28,5,1.047,131.5,140.5,"Sam Dekker"
"415",2015,"SG",75.75,199.4,24.43,7.4,101.5,80,8.25,9.3,27,35,10.66,3.02,3.32,10,1.056,128.5,136.5,"Michael Frazier II"
"416",2015,"SF",76,219.4,26.7,5.5,103,82.5,8.5,8.3,28.5,31.5,11.64,3.15,3.3,11,1.086,131.5,134.5,"Treveon Graham"
"417",2015,"PG",75.25,198,24.58,5.6,100,79.5,8.25,8.5,NA,NA,NA,NA,NA,NA,1.056,NA,NA,"Jerian Grant"
"418",2015,"PG/SG",75.25,185.8,23.07,4.3,100,78,8,8.8,28,34,11.41,3.12,3.25,19,1.037,128,134,"Olivier Hanlan"
"419",2015,"PF",79,253.4,28.54,11.9,109,88.25,9,9.8,NA,NA,NA,NA,NA,NA,1.117,NA,NA,"Montrezl Harrell"
"420",2015,"SG",76.5,209.2,25.13,6,100.5,80.25,8.75,10,28.5,34.5,NA,NA,3.27,1,1.049,129,135,"Aaron Harrison"
"421",2015,"PG",76.5,213.2,25.61,5.9,100,81,8.25,9.3,26.5,33,11.2,NA,3.34,NA,1.059,126.5,133,"Andrew Harrison"
"422",2015,"SG",74.75,181.4,22.82,9.2,98.5,77.5,7.75,8.8,26,28.5,10.56,2.93,3.44,1,1.037,124.5,127,"Tyler Harvey"
"423",2015,"PG/SG",72.75,191.8,25.48,5.5,99.5,80,8.75,9,28.5,34,10.81,NA,3.51,9,1.1,128,133.5,"Corey Hawkins"
"424",2015,"SF",77.5,210.8,24.67,5,104,86,8.75,9.8,32,38,10.41,3.19,3.12,13,1.11,136,142,"Rondae Hollis-Jefferson"
"425",2015,"SF/PF",80.25,242.2,26.44,7.2,107.5,83.5,8.25,9.5,25.5,31,10.95,3.12,3.51,NA,1.04,133,138.5,"Jonathan Holmes"
"426",2015,"PF",80.25,242.8,26.5,8.8,108,85.5,8.5,8.5,32.5,36,11.24,3.31,3.32,15,1.065,140.5,144,"Richaun Holmes"
"427",2015,"SG",76.5,185,22.22,6,104,82.5,8.5,8.3,27.5,33.5,10.87,2.91,3.26,1,1.078,131.5,137.5,"R.J. Hunter"
"428",2015,"PF",78.75,208.4,23.62,4.6,104.5,83,9,8.8,33.5,37.5,11.19,3.06,3.26,13,1.054,138,142,"Vince Hunter"
"429",2015,"C",83,264.6,27,14.9,112,86,9.25,10.5,22.5,25,11.76,2.94,3.62,4,1.036,134.5,137,"Dakari Johnson"
"430",2015,"SF",77,241.8,28.67,7.5,102,83.5,9,9,NA,NA,NA,NA,NA,NA,1.084,NA,NA,"Stanley Johnson"
"431",2015,"PG",72.5,184.6,24.69,6.5,97,77,8.25,8.8,26.5,32.5,11.84,2.95,3.32,2,1.062,123.5,129.5,"Tyus Jones"
"432",2015,"PF/C",83.75,231.2,23.17,9.4,109.5,83,8.5,9.5,NA,NA,NA,NA,NA,NA,0.991,NA,NA,"Frank Kaminsky"
"433",2015,"PF",80,222.4,24.43,11.9,110,87.5,9.5,9.3,NA,NA,NA,NA,NA,NA,1.094,NA,NA,"Kevon Looney"
"434",2015,"PF",81,241.2,25.84,12.1,108,85.5,9.25,10.3,NA,NA,NA,NA,NA,NA,1.056,NA,NA,"Trey Lyles"
"435",2015,"PF",80,238.6,26.21,10.1,106.5,81,8.25,9.5,28.5,35,11.2,2.97,3.27,19,1.013,135,141.5,"Jarell Martin"
"436",2015,"PG",72.5,187.8,25.12,7.3,96.5,74,7.5,7,26,31.5,10.95,3.09,3.3,7,1.021,122.5,128,"TJ McConnell"
"437",2015,"PF",80.25,199,21.72,6.2,109,87.25,8.75,8.8,NA,NA,NA,NA,NA,NA,1.087,NA,NA,"Chris McCullough"
"438",2015,"PF",79,238,26.81,7.2,106,87.25,8.75,9.5,33,37.5,11.72,3.13,3.28,9,1.104,139,143.5,"Jordan Mickey"
"439",2015,"PF",79.5,226.6,25.2,6.4,108,85.5,9,9.8,29,37.5,10.93,3.01,3.25,10,1.075,137,145.5,"Larry Nance"
"440",2015,"SG/SF",77.75,202.8,23.58,5.7,102.5,86.25,9,8.8,34.5,37,11.09,3.12,3.32,7,1.109,137,139.5,"Kelly Oubre"
"441",2015,"PG",72.75,182.8,24.28,6.3,97.5,79.25,8.5,8.3,29.8,35.5,10.9,2.93,3.28,0,1.089,127.3,133,"Cameron Payne"
"442",2015,"SG",76.75,209.2,24.97,4.9,104.5,83.25,8.25,8.3,25,31,10.91,3.1,3.32,15,1.085,129.5,135.5,"Terran Petteway"
"443",2015,"PF",81.5,246.2,26.06,8.9,108.5,86,9.5,9.3,25,31.5,11.78,3.28,3.56,5,1.055,133.5,140,"Bobby Portis"
"444",2015,"SG",75,215.4,26.92,6.4,102.5,82.75,9.25,9,32.5,40.5,10.69,3.2,3.2,5,1.103,135,143,"Norman Powell"
"445",2015,"SG/SF",76,201.4,24.51,4,104.5,84.25,9,10.3,34,39.5,11.88,NA,3.18,9,1.109,138.5,144,"Michael Qualls"
"446",2015,"PG",72.25,178.8,24.08,4.5,96.5,79,8.5,9.5,33.5,39.5,10.63,2.81,3.2,6,1.093,130,136,"Chasson Randle"
"447",2015,"PG/SG",72.5,190.2,25.44,5.6,98.5,80.25,8.25,8.5,33,38,10.84,2.84,3.15,7,1.107,131.5,136.5,"Terry Rozier"
"448",2015,"PG/SG",75.25,193.4,24.01,8.3,102,81.75,8.75,9.8,NA,NA,NA,NA,NA,NA,1.086,NA,NA,"D'Angelo Russell"
"449",2015,"PG",70.5,167.2,23.65,5,93,74,8.5,9.5,34,43,10.47,3.15,3.13,8,1.05,127,136,"Keifer Sykes"
"450",2015,"PG/SG",73.75,177.4,22.93,5.3,97.5,79.75,8.25,8.5,34.5,43,10.78,2.88,3.02,3,1.081,132,140.5,"Marcus A. Thornton"
"451",2015,"SG/SF",77.25,195.8,23.07,4.1,100.5,82,8,8.8,34.5,40,10.97,3.2,3.27,12,1.061,135,140.5,"J.P. Tokoto"
"452",2015,"PF/C",81.75,238.6,25.1,9.3,112,88,9.25,9.3,NA,NA,NA,NA,NA,NA,1.076,NA,NA,"Myles Turner"
"453",2015,"C",82.75,258.2,26.51,12.5,113,89.5,10,11,NA,NA,NA,NA,NA,NA,1.082,NA,NA,"Robert Upshaw"
"454",2015,"SG",75.75,198.6,24.33,6.2,101,79,8,8.5,28,34,11.4,3.1,3.21,5,1.043,129,135,"Rashad Vaughn"
"455",2015,"PF",80.75,208,22.43,5.1,108,86.75,9,9,30.5,37,11.25,3.41,3.35,6,1.074,138.5,145,"Chris Walker"
"456",2015,"SG",75,208.8,26.1,8.1,100.5,81.5,8.75,9.8,31.5,39,10.56,3.05,3.2,15,1.087,132,139.5,"Dez Wells"
"457",2015,"PF",79.25,261.4,29.26,12,106.5,85.75,8.5,9.5,25.5,28.5,12.26,3.54,3.5,8,1.082,132,135,"Alan Williams"
"458",2015,"SF",76.5,221.8,26.64,5.3,104.5,82.25,8.5,9.3,NA,NA,NA,NA,NA,NA,1.075,NA,NA,"Justise Winslow"
"459",2015,"PF",81.25,216,23,14.7,111.5,87.25,9.25,10.8,NA,NA,NA,NA,NA,NA,1.074,NA,NA,"Christian Wood"
"460",2015,"PG",76.25,181.4,21.93,6.6,101.5,79.5,8,8.5,29.5,31,11.16,3.5,3.29,4,1.043,131,132.5,"Delon Wright"
"461",2014,"SG",75.5,208.8,25.75,10.8,102,82,8.5,7.5,24.5,29.5,12.13,3.05,3.5,NA,1.086,126.5,131.5,"Jordan Adams"
"462",2014,"SF",79.5,230.1,25.59,13.4,107.5,86.75,8.25,8.8,NA,NA,NA,NA,NA,NA,1.091,NA,NA,"Kyle Anderson"
"463",2014,"SF",77.25,205.2,24.17,6.1,104.5,84,9,9.8,31.5,39.5,11.39,3.05,3.18,NA,1.087,136,144,"Thanasis Antetokounmpo"
"464",2014,"PF",85.25,254.1,24.58,7.5,108.5,88,9.25,10,29,33,12.15,3.03,3.36,NA,1.032,137.5,141.5,"Jordan Bachynski"
"465",2014,"PF",80.75,252.4,27.21,8.7,107,84.75,8.75,9,31,33.5,11.39,3.09,3.37,NA,1.05,138,140.5,"Cameron Bairstow"
"466",2014,"PF",79.5,208.8,23.22,6,107,85,9,8.5,30.5,35.5,11.6,3.24,3.26,NA,1.069,137.5,142.5,"Khem Birch"
"467",2014,"PF",84.25,231.2,22.9,7.7,109,85.5,9.25,8.8,27,30,12.05,2.91,3.48,NA,1.015,136,139,"Alec Brown"
"468",2014,"SG",75,201.9,25.23,6.1,100,80.25,9,9.3,28,32,11.6,3.26,3.5,NA,1.07,128,132,"Jabari Brown"
"469",2014,"SG",74.5,184.4,23.36,4.2,100,80.75,8.25,9.8,36.5,43.5,12.62,2.9,3.18,NA,1.084,136.5,143.5,"Markel Brown"
"470",2014,"PG",72,192.8,26.15,7.7,97.5,79,8.25,8,29,39.5,11.28,3.08,3.28,NA,1.097,126.5,137,"Deonte Burton"
"471",2014,"PG",73.5,186,24.2,5.3,99,78.5,8.5,8.3,30.5,36.5,11.55,3.21,3.32,NA,1.068,129.5,135.5,"Semaj Christon"
"472",2014,"PG",75.25,186.3,23.13,4.3,98,80,8.25,9,33,38.5,10.76,2.98,3.28,NA,1.063,131,136.5,"Jordan Clarkson"
"473",2014,"PG",72.75,191.6,25.45,6.1,94.5,74,7.75,8.5,29,32,10.78,2.9,3.26,NA,1.017,123.5,126.5,"Aaron Craft"
"474",2014,"SF",79.25,196,21.94,3.9,106.5,86,9.25,10.5,26.5,32,11.46,3.04,3.44,NA,1.085,133,138.5,"DeAndre Daniels"
"475",2014,"PG",76.5,204.9,24.61,5.4,103,80.25,8.25,9,NA,NA,NA,NA,NA,NA,1.049,NA,NA,"Spencer Dinwiddie"
"476",2014,"SF",78,209.4,24.2,4.5,101.5,82.75,8.5,9,34,40,11.15,2.96,3.18,NA,1.061,135.5,141.5,"Cleanthony Early"
"477",2014,"SF",77.25,218.5,25.74,6.5,103.5,83.25,8.75,9.3,29.5,35,11.55,3.12,3.14,NA,1.078,133,138.5,"Melvin Ejim"
"478",2014,"PG",73,181.5,23.94,6.2,98,79.25,8.25,8.8,29,36,11.12,2.84,3.3,NA,1.086,127,134,"Tyler Ennis"
"479",2014,"SG",76.5,196.3,23.58,6.4,103,81.5,8.5,9.5,31.5,34.5,10.75,2.88,3.19,NA,1.065,134.5,137.5,"Dante Exum"
"480",2014,"SF",78.5,218.1,24.88,5.1,104,81.5,9,9,27,35,11,3.06,3.32,NA,1.038,131,139,"C.J. Fair"
"481",2014,"PF",79.5,220.1,24.48,5.1,105,83.75,8.75,10.5,32.5,39,10.81,2.76,3.27,NA,1.053,137.5,144,"Aaron Gordon"
"482",2014,"SF",78.5,214,24.41,3.8,107,86.75,9.25,9.3,NA,NA,NA,NA,NA,NA,1.105,NA,NA,"Jerami Grant"
"483",2014,"SG",76.25,228.8,27.67,8.2,101,81,8.75,9.8,32,37,11.12,NA,3.32,NA,1.062,133,138,"P.J. Hairston"
"484",2014,"SG",74.5,204.8,25.94,4.6,96,78.75,8.5,9.5,NA,NA,NA,NA,NA,NA,1.057,NA,NA,"Gary Harris"
"485",2014,"SG",76.75,215,25.66,6.2,100,78,8.5,9.8,28.5,33.5,11.11,2.92,3.31,NA,1.016,128.5,133.5,"Joe Harris"
"486",2014,"SF",79.25,208.2,23.3,7.5,103,80.5,8.5,8.5,29,36,11.21,3.14,3.38,NA,1.016,132,139,"Rodney Hood"
"487",2014,"PF",79.75,218.4,24.14,5.3,105,84.5,8.75,9.8,33,37.5,12.63,3.39,3.36,NA,1.06,138,142.5,"Cory Jefferson"
"488",2014,"SG",73.5,198,25.77,6.1,96.5,79.25,8.75,9.8,33.5,41.5,10.8,2.95,3.27,NA,1.078,130,138,"Nick Johnson"
"489",2014,"SG",74.5,218.7,27.7,9.2,99,79,9,9,NA,NA,NA,NA,NA,NA,1.06,NA,NA,"Sean Kilpatrick"
"490",2014,"PF",81.25,252,26.84,13.6,109.5,87.5,9.25,10.5,28.5,31.5,11.2,3.19,3.48,NA,1.077,138,141,"Alex Kirk"
"491",2014,"PG",76.5,180.9,21.73,4.7,100,80.25,8.25,8.8,33.5,41.5,10.42,2.8,3.19,NA,1.049,133.5,141.5,"Zach LaVine"
"492",2014,"SG",77,192.4,22.81,6.9,102,81,8.25,8.5,29,35,11.32,3.08,3.28,NA,1.052,131,137,"Devyn Marble"
"493",2014,"PF",79.5,227.6,25.32,6.2,106.5,86.25,9.25,9,29.5,34,11.61,2.91,3.28,NA,1.085,136,140.5,"James McAdoo"
"494",2014,"SF",76.5,195.6,23.5,4.5,102,83.25,8.75,9.8,33,37,12.71,3.2,3.1,NA,1.088,135,139,"K.J. McDaniels"
"495",2014,"SF",78.25,218,25.03,7.1,103,81.25,8.75,9.8,28.5,36.5,11.1,3.15,3.29,NA,1.038,131.5,139.5,"Doug McDermott"
"496",2014,"SG",75.75,179.4,21.98,5.2,104,84.5,8.75,8.5,27.5,34.5,11.07,3.15,3.39,NA,1.116,131.5,138.5,"Jordan McRae"
"497",2014,"PG",71,175.2,24.43,7.4,93,75.25,8.25,8.5,30.5,37.5,11.6,3.13,3.2,NA,1.06,123.5,130.5,"Shabazz Napier"
"498",2014,"PF",79.25,256.8,28.74,10.8,105,86.25,9.25,9.5,31,35.5,11.57,3.32,3.45,NA,1.088,136,140.5,"Johnny O'Bryant III"
"499",2014,"SG",76,226,27.51,10.8,101,83,9,9.3,27.5,32.5,11.63,3.13,3.45,NA,1.092,128.5,133.5,"Lamar Patterson"
"500",2014,"PF",81,238.5,25.55,7.6,109,88,9.25,9.5,NA,NA,NA,NA,NA,NA,1.086,NA,NA,"Adreian Payne"
"501",2014,"PG",74.5,185.4,23.48,5.7,98.5,80,8.75,9,31.5,35.5,11.06,2.92,3.23,NA,1.074,130,134,"Elfrid Payton"
"502",2014,"PF",81.5,234.4,24.81,6.2,105,84.5,9,9.3,28.5,35,11.28,2.88,3.2,NA,1.037,133.5,140,"Dwight Powell"
"503",2014,"PF",79.75,249.7,27.6,9.4,105.5,84,8.75,8.3,29,35.5,11.45,3.14,3.27,NA,1.053,134.5,141,"Julius Randle"
"504",2014,"SF",77.5,211.4,24.74,5.1,100.5,82,9,9.5,36.5,41.5,11.22,3.04,3.15,NA,1.058,137,142,"Glenn Robinson III"
"505",2014,"SF",78.5,238.7,27.23,16.3,106,85.75,8.75,9.8,25,31,11.97,3.52,3.44,NA,1.092,131,137,"LaQuinton Ross"
"506",2014,"PG",74,227.2,29.17,10.6,99,81.25,9,8.8,33,36,10.82,2.96,3.26,NA,1.098,132,135,"Marcus Smart"
"507",2014,"PG",71.5,160,22,3.5,95,75.5,8.25,8.5,29.5,34,11.57,3.01,3.27,NA,1.056,124.5,129,"Russ Smith"
"508",2014,"SG",77.25,206.9,24.37,12.1,102,79.75,8.5,8.5,29,35.5,10.79,2.92,3.27,NA,1.032,131,137.5,"Nik Stauskas"
